id,Gender,Age,Grade,Class,item,session,accuracy,skip,help,self,math_anxiety,buoyancy,avoidance,sc_trait,worry,sc_state,test_anxiety,math_ability_T0,trait_buoy_1,trait_buoy_2,trait_buoy_3,trait_buoy_4,trait_avoidance_1,trait_avoidance_2,trait_avoidance_3,trait_avoidance_4,trait_avoidance_5,trait_avoidance_6,trait_avoidance_7,trait_avoidance_8,trait_avoidance_9,trait_avoidance_10
dv4a02,F,NA,4,NA,52,1,0,NA,NA,NA,35,9,12,23,4,9,53,11,2,3,3,1,2,1,1,2,1,1,1,1,1,1
dv4a02,F,NA,4,NA,16,1,1,NA,NA,NA,35,9,12,23,4,9,53,11,2,3,3,1,2,1,1,2,1,1,1,1,1,1
dv4a02,F,NA,4,NA,3,1,0,NA,NA,NA,35,9,12,23,4,9,53,11,2,3,3,1,2,1,1,2,1,1,1,1,1,1
dv4a02,F,NA,4,NA,26,1,1,NA,NA,NA,35,9,12,23,4,9,53,11,2,3,3,1,2,1,1,2,1,1,1,1,1,1
dv4a02,F,NA,4,NA,9,1,1,NA,NA,NA,35,9,12,23,4,9,53,11,2,3,3,1,2,1,1,2,1,1,1,1,1,1
dv4a02,F,NA,4,NA,51,1,0,NA,NA,NA,35,9,12,23,4,9,53,11,2,3,3,1,2,1,1,2,1,1,1,1,1,1
dv4a02,F,NA,4,NA,81,1,0,NA,NA,NA,35,9,12,23,4,9,53,11,2,3,3,1,2,1,1,2,1,1,1,1,1,1
dv4a02,F,NA,4,NA,41,1,1,NA,NA,NA,35,9,12,23,4,9,53,11,2,3,3,1,2,1,1,2,1,1,1,1,1,1
dv4a02,F,NA,4,NA,47,1,1,NA,NA,NA,35,9,12,23,4,9,53,11,2,3,3,1,2,1,1,2,1,1,1,1,1,1
dv4a03,F,NA,4,NA,12,1,0,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,78,1,0,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,79,1,1,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,85,1,0,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,16,1,0,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,35,1,0,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,31,1,1,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,40,1,1,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,55,1,0,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,19,1,0,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,63,1,0,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,52,1,0,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,83,1,0,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,84,1,1,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,94,1,1,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,8,1,0,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,69,1,0,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,3,1,1,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,49,1,1,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,24,1,1,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,28,1,1,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,76,1,0,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,37,1,0,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,54,1,0,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,18,1,0,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,62,1,0,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,71,1,0,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,44,1,1,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,90,1,0,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,45,1,1,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,11,1,1,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a03,F,NA,4,NA,64,1,0,NA,NA,NA,24,15,19,20,6,6,49,12,5,3,4,3,2,3,2,2,3,3,1,1,1,1
dv4a04,F,NA,4,NA,70,1,0,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,34,1,1,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,29,1,0,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,46,1,0,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,91,1,0,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,32,1,0,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,84,1,0,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,24,1,0,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,55,1,0,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,17,1,1,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,58,1,0,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,41,1,1,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,71,1,0,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,60,1,0,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,96,1,0,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,7,1,0,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,72,1,0,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,87,1,0,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,73,1,0,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,44,1,1,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,2,1,1,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,80,1,0,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,16,1,0,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,57,1,0,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,5,1,1,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,42,1,1,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,15,1,1,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,9,1,1,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,31,1,0,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,89,1,0,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,78,1,0,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a04,F,NA,4,NA,93,1,0,NA,NA,NA,27,11,14,26,10,7,64,9,5,1,1,4,2,1,3,1,2,1,1,1,1,1
dv4a09,M,NA,4,NA,10,1,1,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,91,1,1,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,48,1,0,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,8,1,1,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,64,1,0,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,81,1,1,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,41,1,1,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,70,1,0,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,40,1,1,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,20,1,1,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,34,1,1,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,33,1,1,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,65,1,0,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,95,1,1,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,51,1,0,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,6,1,1,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,50,1,1,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,59,1,0,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,60,1,0,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,53,1,0,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,23,1,1,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,77,1,0,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,46,1,1,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,27,1,1,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,16,1,1,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,61,1,0,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,92,1,0,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,86,1,0,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,89,1,0,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,99,1,1,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,12,1,1,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a09,M,NA,4,NA,2,1,1,NA,NA,NA,9,28,20,25,3,12,16,19,7,7,7,7,2,1,2,3,3,1,3,3,1,1
dv4a10,F,NA,4,NA,19,1,0,NA,NA,NA,26,12,24,21,6,11,56,6,4,2,1,5,2,3,4,4,4,1,1,2,2,1
dv4a10,F,NA,4,NA,62,1,0,NA,NA,NA,26,12,24,21,6,11,56,6,4,2,1,5,2,3,4,4,4,1,1,2,2,1
dv4a10,F,NA,4,NA,56,1,0,NA,NA,NA,26,12,24,21,6,11,56,6,4,2,1,5,2,3,4,4,4,1,1,2,2,1
dv4a10,F,NA,4,NA,26,1,0,NA,NA,NA,26,12,24,21,6,11,56,6,4,2,1,5,2,3,4,4,4,1,1,2,2,1
dv4a10,F,NA,4,NA,67,1,0,NA,NA,NA,26,12,24,21,6,11,56,6,4,2,1,5,2,3,4,4,4,1,1,2,2,1
dv4a10,F,NA,4,NA,37,1,0,NA,NA,NA,26,12,24,21,6,11,56,6,4,2,1,5,2,3,4,4,4,1,1,2,2,1
dv4a10,F,NA,4,NA,55,1,0,NA,NA,NA,26,12,24,21,6,11,56,6,4,2,1,5,2,3,4,4,4,1,1,2,2,1
dv4a10,F,NA,4,NA,32,1,0,NA,NA,NA,26,12,24,21,6,11,56,6,4,2,1,5,2,3,4,4,4,1,1,2,2,1
dv4a10,F,NA,4,NA,24,1,0,NA,NA,NA,26,12,24,21,6,11,56,6,4,2,1,5,2,3,4,4,4,1,1,2,2,1
dv4a10,F,NA,4,NA,10,1,0,NA,NA,NA,26,12,24,21,6,11,56,6,4,2,1,5,2,3,4,4,4,1,1,2,2,1
dv4a10,F,NA,4,NA,4,1,0,NA,NA,NA,26,12,24,21,6,11,56,6,4,2,1,5,2,3,4,4,4,1,1,2,2,1
dv4a10,F,NA,4,NA,83,1,1,NA,NA,NA,26,12,24,21,6,11,56,6,4,2,1,5,2,3,4,4,4,1,1,2,2,1
dv4a10,F,NA,4,NA,22,1,0,NA,NA,NA,26,12,24,21,6,11,56,6,4,2,1,5,2,3,4,4,4,1,1,2,2,1
dv4a10,F,NA,4,NA,44,1,0,NA,NA,NA,26,12,24,21,6,11,56,6,4,2,1,5,2,3,4,4,4,1,1,2,2,1
dv4a10,F,NA,4,NA,31,1,0,NA,NA,NA,26,12,24,21,6,11,56,6,4,2,1,5,2,3,4,4,4,1,1,2,2,1
dv4a10,F,NA,4,NA,94,1,1,NA,NA,NA,26,12,24,21,6,11,56,6,4,2,1,5,2,3,4,4,4,1,1,2,2,1
dv4a10,F,NA,4,NA,58,1,0,NA,NA,NA,26,12,24,21,6,11,56,6,4,2,1,5,2,3,4,4,4,1,1,2,2,1
dv4a10,F,NA,4,NA,16,1,0,NA,NA,NA,26,12,24,21,6,11,56,6,4,2,1,5,2,3,4,4,4,1,1,2,2,1
dv4a10,F,NA,4,NA,88,1,0,NA,NA,NA,26,12,24,21,6,11,56,6,4,2,1,5,2,3,4,4,4,1,1,2,2,1
dv4a10,F,NA,4,NA,66,1,0,NA,NA,NA,26,12,24,21,6,11,56,6,4,2,1,5,2,3,4,4,4,1,1,2,2,1
